name,hotel_address,city,latitude,longitude
H tel Bel Ami,7 11 Rue Saint Benoit 6th arr 75006 Paris France,Paris,48.8550298,2.3332104
Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019 Barcelona Spain,Barcelona,41.4052324,2.2117289
Hotel Garbi Millenni,Ronda Sant Pau 14 Ciutat Vella 08001 Barcelona Spain,Barcelona,41.3759896,2.167148
Hotel Indigo London Kensington,34 44 Barkston Gardens Kensington and Chelsea London SW5 0EW United Kingdom,London,51.4920287,-0.1917801
Grange Rochester Hotel,69 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,London,51.4942654,-0.1366026
La Tremoille Paris,14 rue de la Tremoille 8th arr 75008 Paris France,Paris,48.8668589,2.3028215
Hotel Verneuil Saint Germain,8 rue de Verneuil 7th arr 75007 Paris France,Paris,48.8573706,2.3314669
Mercure London Bridge,71 79 Southwark Street Southwark London SE1 0JA United Kingdom,London,51.5052587,-0.099176
The Toren,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,Amsterdam,52.3758754,4.8859642
Hotel Moonlight,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,London,51.4940285,-0.1910497
Hotel Alimara,Berruguete 126 Horta Guinard 08035 Barcelona Spain,Barcelona,41.4337561,2.147327
Best Western Premier Le Swann,15 rue de Constantinople 8th arr 75008 Paris France,Paris,48.8797331,2.3206003
The Beaumont Hotel,8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,London,51.513055,-0.152257
The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,London,51.517876,-0.1440647
Hotel Pension Baron am Schottentor,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Vienna,NA,NA
Etoile Saint Ferdinand,36 rue Saint Ferdinand 17th arr 75017 Paris France,Paris,48.8777895,2.2872498
Hotel Granados 83,Enrique Granados 83 Eixample 08008 Barcelona Spain,Barcelona,41.391843,2.156844
Le Narcisse Blanc Spa,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,Paris,48.8605125,2.3106533
Senato Hotel Milano,Via Senato 22 Milan City Center 20121 Milan Italy,Milan,45.4714062,9.1965303
Haymarket Hotel,1 Suffolk Place Westminster Borough London SW1Y 4HX United Kingdom,London,51.5084595,-0.1311382
Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,Barcelona,41.3795572,2.1425457
The Queens Gate Hotel,31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,London,51.4981225,-0.1799693
Roger de Ll ria,Roger de Lluria 28 Eixample 08010 Barcelona Spain,Barcelona,41.3910786,2.1717285
The Hoxton Shoreditch,81 Great Eastern Street Islington London EC2A 3HU United Kingdom,London,51.5255136,-0.082927
Hotel Eiffel Blomet,78 Rue Blomet 15th arr 75015 Paris France,Paris,48.8416787,2.3022862
The Sumner Hotel,54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom,London,51.5152892,-0.160898
Hilton Garden Inn Milan North,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,Milan,45.5161671,9.2272778
Inntel Hotels Amsterdam Centre,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,Amsterdam,52.3760456,4.8943917
La Maison Favart,5 Rue Marivaux 2nd arr 75002 Paris France,Paris,48.870808,2.3372737
Waldorf Astoria Amsterdam,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,Amsterdam,52.364768,4.896945
Hilton Milan,Via Luigi Galvani 12 Central Station 20124 Milan Italy,Milan,45.4862032,9.200322
Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036 Barcelona Spain,Barcelona,41.4226648,2.1464261
Flemings Mayfair,Half Moon Street Westminster Borough London W1J 7BH United Kingdom,London,51.5064607,-0.1454198
Catalonia Atenas,Avenida Meridiana 151 Sant Mart 08026 Barcelona Spain,Barcelona,41.4110056,2.1866009
La Chambre du Marais,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,Paris,48.8636168,2.3607998
Hotel Nestroy Wien,Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,Vienna,48.2178332,16.3821636
Mercure Paris Montparnasse Raspail,207 Boulevard Raspail 14th arr 75014 Paris France,Paris,48.8412131,2.3302954
AC Hotel Irla a Marriott Lifestyle Hotel,Calvet 40 42 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,41.3948175,2.1434702
Seraphine Kensington Gardens Hotel,7 9 High Street Kensington Kensington and Chelsea London W8 5NP United Kingdom,London,51.5021027,-0.187901
Hotel Le Sainte Beuve,9 Rue Sainte Beuve 6th arr 75006 Paris France,Paris,48.8438998,2.3294858
Best Western Op ra Batignolles,165 rue de Rome 17th arr 75017 Paris France,Paris,48.8870573,2.3143297
Hotel Trianon Rive Gauche,1 Bis Rue De Vaugirard 6th arr 75006 Paris France,Paris,48.8487675,2.3410376
TownHouse Galleria,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,Milan,45.4657842,9.1895321
Mercure Hotel Amsterdam City South,Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,Amsterdam,52.335182,4.9138688
Hotel Barcelona Center,Balmes 103 105 Eixample 08008 Barcelona Spain,Barcelona,41.3917169,2.1592614
London Marriott Hotel Park Lane,140 Park Lane Westminster Borough London W1K 7AA United Kingdom,London,51.5131428,-0.1576714
H tel des Academies et des Arts,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,Paris,48.8420669,2.3304091
H tel Pont Royal,5 7 Rue De Montalembert 7th arr 75007 Paris France,Paris,48.8565629,2.3273623
The Royal Park Hotel,3 Westbourne Terrace Lancaster Gate Westminster Borough London W2 3UL United Kingdom,London,51.5142054,-0.1766098
H tel Recamier,3 Bis Place Saint Sulpice 6th arr 75006 Paris France,Paris,48.8503493,2.3344305
H tel San R gis,12 Rue Jean Goujon 8th arr 75008 Paris France,Paris,48.8665788,2.3084447
Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,Milan,45.498503,9.1664111
The Rockwell,181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom,London,51.4948059,-0.1926525
Silken Gran Hotel Havana,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,Barcelona,41.3927101,2.1722139
Warwick Paris Former Warwick Champs Elysees ,5 rue de Berri 8th arr 75008 Paris France,Paris,48.8722019,2.3030866
The Montcalm Marble Arch,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,London,51.5150522,-0.159239
The Capital,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,London,51.4997486,-0.1615242
Klima Hotel Milano Fiere,Via Venezia Giulia 8 20157 Milan Italy,Milan,45.5147974,9.116606
Okko Hotels Paris Porte De Versailles,2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France,Paris,48.8327729,2.2787597
Hotel Eitlj rg,Filmteichstra e 5 10 Favoriten 1100 Vienna Austria,Vienna,48.1513676,16.4064709
Hotel Gallitzinberg,Johann Staud Stra e 32 16 Ottakring 1160 Vienna Austria,Vienna,48.2145071,16.2845042
Au Manoir Saint Germain,153 Boulevard Saint Germain 6th arr 75006 Paris France,Paris,48.853688,2.3322667
Castille Paris Starhotels Collezione,33 Rue Cambon 1st arr 75001 Paris France,Paris,48.8682978,2.3268027
Hotel Maison Ath n e,19 Rue De Caumartin 9th arr 75009 Paris France,Paris,48.8713421,2.3280723
Nhow Milan,Via Tortona 35 Navigli 20144 Milan Italy,Milan,45.4510425,9.1606536
The Chelsea Harbour Hotel,Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom,London,51.4756558,-0.1813888
Bentley London,27 33 Harrington Gardens Kensington and Chelsea London SW7 4JX United Kingdom,London,51.4928147,-0.1841753
The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,London,51.4959227,-0.1702917
Hilton London Tower Bridge,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,London,51.504575,-0.082675
Vilana Hotel,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,Barcelona,41.4047934,2.1288527
Mercure Paris Opera Grands Boulevards,42 Rue Des Petites Ecuries 10th arr 75010 Paris France,Paris,48.8740668,2.3502172
Pertschy Palais Hotel,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2082256,16.3684123
Draycott Hotel,26 Cadogan Gardens Kensington and Chelsea London SW3 2RP United Kingdom,London,51.4930097,-0.159715
Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,London,51.4242413,-0.2293503
InterContinental Wien,Johannesgasse 28 03 Landstra e 1030 Vienna Austria,Vienna,48.2019865,16.3789934
Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy,Milan,45.4847398,9.2072916
Courtyard by Marriott Vienna Schoenbrunn,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,Vienna,48.184732,16.3211959
Mercure Vienna First,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2114567,16.3738677
Hotel Pulitzer Paris,23 rue du Faubourg Montmartre 9th arr 75009 Paris France,Paris,48.8731996,2.3425446
Le Metropolitan a Tribute Portfolio Hotel,10 Place De Mexico 16th arr 75016 Paris France,Paris,48.8656973,2.2829776
Le Marcel,11 rue du 8 Mai 1945 10th arr 75010 Paris France,Paris,48.8761376,2.3572681
UNA Hotel Scandinavia,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,Milan,45.4859983,9.1637603
Grange City Hotel,Coopers Row City of London London EC3N 2BQ United Kingdom,London,51.5110114,-0.0771251
Mokinba Hotels Baviera,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,Milan,45.4782808,9.1997755
Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009 Paris France,Paris,48.8724588,2.3378004
Chateau Frontenac,54 rue Pierre Charron 8th arr 75008 Paris France,Paris,48.8689468,2.3026559
Vincci Maritimo,Llull 340 Sant Mart 08019 Barcelona Spain,Barcelona,41.4082054,2.2124626
The Trafalgar Hilton,2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom,London,51.507374,-0.129135
NH Milano Touring,Via Tarchetti 2 Milan City Center 20121 Milan Italy,Milan,45.4769167,9.196665
Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom,London,51.5084195,0.0253216
St James Court A Taj Hotel London,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,London,51.4986732,-0.1376867
Best Western Allegro Nation,33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,Paris,48.8430891,2.4049867
Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016 Paris France,Paris,48.8506499,2.2750873
Mercure Amsterdam Sloterdijk Station,Naritaweg 1 Westpoort 1043 BP Amsterdam Netherlands,Amsterdam,52.3872884,4.8349748
Hotel G tico,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3835584,2.178311
Hotel Amadeus,Wildpretmarkt 5 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2104468,16.3715781
Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2102677,16.3741269
Novotel London Tower Bridge,10 Pepys Street City of London London EC3N 2NR United Kingdom,London,51.5106538,-0.0773676
Mercure Paris Gare Montparnasse,20 Rue De La Ga t 14th arr 75014 Paris France,Paris,NA,NA
Kingsway Hall Hotel,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,London,51.5158643,-0.1200625
Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,London,51.5144004,-0.1565506
Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain,Barcelona,41.3930168,2.1646148
Le M ridien Barcelona,Ramblas 111 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3837453,2.171014
Hotel Pierre Milano,Via De Amicis 32 Milan City Center 20123 Milan Italy,Milan,45.4595203,9.1770004
Best Western Mornington Hotel Hyde Park,12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,London,51.5119933,-0.1782794
Hotel Spadari Al Duomo,Via Spadari 11 Milan City Center 20123 Milan Italy,Milan,45.463579,9.1869092
Hotel Barcelona Universal,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,Barcelona,41.375237,2.1684058
Maison Borella,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,Milan,45.4521067,9.1758135
Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,Barcelona,41.3905166,2.1725643
Art Hotel Navigli,Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,Milan,45.4501306,9.1696481
Mercure Paris Notre Dame Saint Germain des Pr s,20 rue du Sommerard 5th arr 75005 Paris France,Paris,48.8503074,2.3450612
Vincci Bit,Josep Pla 69 Sant Mart 08019 Barcelona Spain,Barcelona,41.4114188,2.211756
Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008 Paris France,Paris,48.8796596,2.3209155
Hallmark Hotel London Chigwell Prince Regent,Manor Road London IG8 8AE United Kingdom,London,51.6068054,0.0590416
Amba Hotel Charing Cross,The Strand Westminster Borough London WC2N 5HX United Kingdom,London,51.508236,-0.1261963
Brunelleschi Hotel,Via Baracchini 12 Milan City Center 20123 Milan Italy,Milan,45.461177,9.191047
Hotel 4 Barcelona,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,Barcelona,41.3959587,2.2008981
Hilton London Kensington Hotel,Holland Park Avenue Kensington and Chelsea London W11 4UL United Kingdom,London,51.5051084,-0.213266
H tel Le Walt,37 Avenue De La Motte Picquet 7th arr 75007 Paris France,Paris,48.8547161,2.306642
Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,Vienna,48.2176776,16.3821364
Crowne Plaza London Kensington,100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom,London,51.495179,-0.183827
H tel Lancaster Paris Champs Elys es,7 rue de Berri 8th arr 75008 Paris France,Paris,48.8723438,2.3033378
H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009 Paris France,Paris,48.8785454,2.3384866
London Marriott Hotel Kensington,147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,London,51.4944849,-0.1884174
Mercure Paris Centre Tour Eiffel,20 Rue Jean Rey 15th arr 75015 Paris France,Paris,48.8548641,2.2923181
Monument Hotel,Paseo de Gracia 75 Eixample 08008 Barcelona Spain,Barcelona,41.3939082,2.1622556
H tel De Castiglione,38 Rue Du Faubourg Saint Honore 8th arr 75008 Paris France,Paris,48.8691758,2.3205807
Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005 Paris France,Paris,48.8497553,2.3467616
Le Senat,10 rue de Vaugirard 6th arr 75006 Paris France,Paris,48.8491427,2.3397118
Holiday Inn Paris Gare de Lyon Bastille,11 15 Rue De Lyon 12th arr 75012 Paris France,Paris,48.8468064,2.3714789
Hotel Schild,Neustift am Walde 97 99 19 D bling 1190 Vienna Austria,Vienna,48.251195,16.2989165
H tel La Parizienne by Elegancia,33 Boulevard du Montparnasse 6th arr 75006 Paris France,Paris,48.8450894,2.3209503
K K Hotel Maria Theresia,Kirchberggasse 6 07 Neubau 1070 Vienna Austria,Vienna,48.2031622,16.3561999
Grange Strathmore Hotel,41 Queens Gate Gardens Kensington and Chelsea London SW7 5NB United Kingdom,London,51.4958184,-0.1813958
Hotel Design Secret de Paris,2 Rue De Parme 9th arr 75009 Paris France,Paris,48.8814056,2.3282568
25hours Hotel beim MuseumsQuartier,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria,Vienna,48.2064745,16.3546297
Hotel Kavalier,Linzer Stra e 165 14 Penzing 1140 Vienna Austria,Vienna,48.1940487,16.2971831
Duquesa de Cardona,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3798658,2.1805271
Cotton House Hotel Autograph Collection,Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,Barcelona,41.3915897,2.1720108
Novotel London Wembley,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,London,51.5611271,-0.2787261
H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,Barcelona,41.388024,2.1731556
Eurostars Angli,Angli 60 Sarri St Gervasi 08017 Barcelona Spain,Barcelona,41.4031654,2.1231637
H tel Duc De St Simon,14 Rue St Simon 7th arr 75007 Paris France,Paris,48.8560685,2.3236846
Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,Vienna,48.1868107,16.3440157
The Royal Horseguards,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,London,51.5054185,-0.1241499
Shepherd s Bush Boutique Hotel,11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham London W12 7JS United Kingdom,London,51.5054544,-0.2262216
Hotel Marignan Champs Elys es,12 rue de Marignan 8th arr 75008 Paris France,Paris,48.8685093,2.3067895
H tel De Buci by MH,22 rue de Buci 6th arr 75006 Paris France,Paris,48.8538752,2.3366123
Olivia Plaza Hotel,Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3861459,2.1711594
H tel De Vend me,1 Place Vend me 1st arr 75001 Paris France,Paris,48.8668564,2.3286339
Carlyle Brera Hotel,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,Milan,45.4769923,9.1844899
Austria Trend Hotel Savoyen Vienna,Rennweg 16 03 Landstra e 1030 Vienna Austria,Vienna,48.1950444,16.3844751
Room Mate Gerard,Ausi s Marc 34 Eixample 08010 Barcelona Spain,Barcelona,41.3919114,2.1765438
Best Western Blue Tower Hotel,Leeuwendalersweg 21 Bos en Lommer 1055 JE Amsterdam Netherlands,Amsterdam,52.3793659,4.8457179
citizenM London Bankside,20 Lavington Street Southwark London SE1 0NZ United Kingdom,London,51.5051507,-0.1004724
Abba Garden,Santa Rosa Esplugues 33 08950 Barcelona Spain,Barcelona,41.3854716,2.1018835
H tel Du Jeu De Paume,54 Rue Saint Louis En L Ile 4th arr 75004 Paris France,Paris,48.8520377,2.3557092
Hotel Atmospheres,29 31 rue des Ecoles 5th arr 75005 Paris France,Paris,48.8485387,2.3479852
Park International Hotel,117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,London,51.4945144,-0.1866172
MARQUIS Faubourg St Honor Relais Ch teaux,8 rue d Anjou 8th arr 75008 Paris France,Paris,48.8698184,2.3208729
IH Hotels Milano Ambasciatori,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,Milan,45.4644348,9.1952727
WestCord Art Hotel Amsterdam 4 stars,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,Amsterdam,52.3924898,4.8683822
W London Leicester Square,10 Wardour Street Leicester Square Westminster Borough London W1D 6QF United Kingdom,London,51.510843,-0.1314287
Villa Alessandra,9 Place Boulnois 17th arr 75017 Paris France,Paris,48.8794223,2.2957628
Condes de Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,Barcelona,41.3935497,2.1627098
Park Grand London Kensington,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,London,51.4938468,-0.1917582
Club Hotel Cortina,Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria,Vienna,48.1877942,16.2727214
Taj 51 Buckingham Gate Suites and Residences,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,London,51.498861,-0.1374897
NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,Barcelona,41.3941338,2.1489569
Hotel Casa Camper,Elisabets 11 Ciutat Vella 08001 Barcelona Spain,Barcelona,41.3832414,2.1685298
Le 123 S bastopol Astotel,123 boulevard S bastopol 2nd arr 75002 Paris France,Paris,48.8675886,2.3531018
Rafayel Hotel Spa,34 Lombard Road Battersea London SW11 3RF United Kingdom,London,51.4703604,-0.1779869
Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011 Barcelona Spain,Barcelona,41.3873478,2.1603987
Rosewood London,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,London,51.5173303,-0.1180966
The Levin Hotel,28 Basil Street Kensington and Chelsea London SW3 1AS United Kingdom,London,51.4998574,-0.161717
Le 123 Elysees Astotel,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,Paris,48.8730823,2.309659
H tel Champs lys es Plaza,35 Rue De Berri 8th arr 75008 Paris France,Paris,48.8737043,2.3061477
Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3780983,2.1762005
Novotel London City South,53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,London,51.5054832,-0.0951196
Mimi s Hotel Soho,56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,London,51.5140329,-0.1320651
H10 Itaca,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,Barcelona,41.3810311,2.1455516
Gallery Hotel,Rossell 249 Eixample 08008 Barcelona Spain,Barcelona,41.3949242,2.1593099
Caesar Hotel,26 33 Queens Gardens Westminster Borough London W2 3BE United Kingdom,London,51.5134603,-0.1833081
DO CO Hotel Vienna,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,Vienna,48.2082385,16.3715725
Hotel Louis 2,2 Rue Saint Sulpice 6th arr 75006 Paris France,Paris,48.8516148,2.3381293
B Montmartre,6 Rue Lecluse 17th arr 75017 Paris France,Paris,48.883631,2.3257643
Les Plumes Hotel,10 rue Lamartine 9th arr 75009 Paris France,Paris,48.8766269,2.3432886
Arion Cityhotel Vienna und Appartements,Hintschiggasse 1 10 Favoriten 1100 Vienna Austria,Vienna,48.1585332,16.3451115
Hotel Murmuri Barcelona,Rambla Catalunya 104 Eixample 08008 Barcelona Spain,Barcelona,41.3941625,2.1597836
Roomz Vienna,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Vienna,NA,NA
H tel Gustave,34 Rue Viala 15th arr 75015 Paris France,Paris,48.8502052,2.289043
Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017 Paris France,Paris,48.8777621,2.293177
The Waldorf Hilton,Aldwych Westminster Borough London WC2B 4DD United Kingdom,London,51.5131979,-0.1174504
Hotel JL No76,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,Amsterdam,52.3595919,4.8801587
H tel Th r se,5 7 Rue Th r se 1st arr 75001 Paris France,Paris,48.8816306,2.2992146
INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,Amsterdam,52.3754926,4.8929878
Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy,Milan,45.500667,9.1445874
Starhotels Business Palace,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,Milan,45.43784,9.230901
Garden Elys e,12 rue Saint Didier 16th arr 75016 Paris France,Paris,48.8663444,2.2881979
Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,Amsterdam,52.3696719,4.8614475
Hotel D Este,Viale Bligny 23 Milan City Center 20136 Milan Italy,Milan,45.4510397,9.1920911
citizenM Amsterdam,Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands,Amsterdam,52.3419432,4.8759604
Majestic Hotel Spa Barcelona GL,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,Barcelona,41.3935179,2.1639813
Arbor Hyde Park,36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,London,51.5126488,-0.1803795
The Marylebone Hotel,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,London,51.5180207,-0.1500567
Hotel 1898,La Rambla 109 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3834673,2.1712016
Hotel Indigo Barcelona Plaza Catalunya,Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,Barcelona,41.391362,2.1700953
Renaissance Barcelona Hotel,Pau Clar s 122 Eixample 08009 Barcelona Spain,Barcelona,NA,NA
Courtyard by Marriott Vienna Prater Messe,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,Vienna,48.2130607,16.4133973
De L Europe Amsterdam,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,Amsterdam,52.3678779,4.8948936
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,London,51.5195688,-0.170521
NH Amsterdam Museum Quarter,Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,Amsterdam,52.3560923,4.8858229
Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154 Milan Italy,Milan,45.482442,9.1756982
Apex London Wall Hotel,7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom,London,51.5160484,-0.0880181
R Kipling by Happyculture,65 rue Blanche 9th arr 75009 Paris France,Paris,48.8820838,2.3315849
Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040 Vienna Austria,Vienna,48.19183,16.3770876
Hotel Espa a Ramblas,Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,Barcelona,41.3799209,2.1728181
Holiday Inn Paris Gare Montparnasse,79 81 avenue du Maine 14th arr 75014 Paris France,Paris,48.8382916,2.3230188
K West Hotel Spa,Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,London,51.5013149,-0.2174459
Hotel L Antoine,10 12 rue de Charonne 11th arr 75011 Paris France,Paris,48.8524215,2.3743832
Tryp Barcelona Condal Mar Hotel,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,Barcelona,41.4126508,2.2090895
The Goring,15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,London,51.4975621,-0.145551
Armani Hotel Milano,Via Manzoni 31 Milan City Center 20121 Milan Italy,Milan,45.470532,9.19302
Abba Sants,Numancia 32 Sants Montju c 08029 Barcelona Spain,Barcelona,41.3825777,2.1400103
Sanderson A Morgans Hotel,50 Berners Street Westminster Borough London W1T 3NG United Kingdom,London,51.5174853,-0.1372109
Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,London,51.5179725,-0.1280495
Hotel Stefanie,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,Vienna,48.2142766,16.3801779
Room Mate Carla,Mallorca 288 Eixample 08037 Barcelona Spain,Barcelona,41.3962658,2.1662153
The Colonnade,2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,London,51.5243286,-0.1846623
Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,Milan,45.4838504,9.2034067
Royal Ramblas,Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,Barcelona,41.3842838,2.1707092
Hotel Claridge Paris,37 rue Fran ois 1er 8th arr 75008 Paris France,Paris,48.8684243,2.3036244
Maxim Op ra,13 rue Geoffroy Marie 9th arr 75009 Paris France,Paris,48.8738557,2.3444232
Mokinba Hotels King,Corso Magenta 19 Milan City Center 20123 Milan Italy,Milan,45.4656023,9.1778675
NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,Amsterdam,52.3681919,4.8957609
Malmaison London,18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,London,51.520943,-0.1004581
Shaftesbury Suites London Marble Arch,41 Great Cumberland Place Westminster Borough London W1H 7LG United Kingdom,London,51.515755,-0.1603335
